0.016997,0.72549,0.45608,0.60804,0.33804,0.37162,0.43908,27,0.10732,0.011517,0.4375,8
0.01322,0.72549,0.39752,0.0050251,0.2775,0.29579,0.3843,147,0.08979,0.0080623,0.375,2
0.0028835,0.73039,0.77625,0.29648,0.26862,0.11512,0.77337,90,0.27905,0.077871,0.0625,6
0.0063694,0.9951,0.57826,0.37688,0.23266,0.13156,0.57189,128,0.18586,0.034544,0.125,7
0.010859,0.72549,0.50144,0.38191,0.24051,0.16857,0.49058,72,0.14793,0.021883,0.1875,14
0.0060409,0.52941,0.5494,0.31156,0.22118,0.1342,0.54336,46,0.18302,0.033496,0.125,15
0.015581,0.72549,0.69133,0.36683,0.38806,0.3633,0.67575,75,0.19002,0.036107,0.3125,5
0.0060409,0.52941,0.67189,0.29648,0.23964,0.12016,0.66585,49,0.23392,0.05472,0.0625,15
0.012276,0.72549,0.5495,0.38191,0.25128,0.16506,0.53723,72,0.16617,0.027613,0.1875,7
0.0094429,0.72549,0.53329,0.37688,0.24754,0.16461,0.52385,73,0.15814,0.025007,0.1875,7
0.0094429,0.72549,0.50011,0.38191,0.23081,0.15169,0.49067,72,0.15077,0.022733,0.1875,14
0.0034602,0.73039,0.9851,0.29146,0.31478,0.12673,0.98164,91,0.34889,0.12173,0.0625,0
0.010859,0.72549,0.38652,0.0050251,0.19516,0.2063,0.37566,147,0.064907,0.0042129,0.25,3
0.010859,0.72549,0.55163,0.37688,0.25653,0.16852,0.54077,73,0.16632,0.027663,0.1875,7
0.0094429,0.72549,0.50229,0.37688,0.23552,0.15749,0.49285,73,0.15012,0.022537,0.1875,7
0.0092937,0.52941,0.53263,0.37688,0.23583,0.1515,0.52334,33,0.16283,0.026515,0.1875,7
0.010859,0.72549,0.49747,0.38693,0.25724,0.19789,0.48661,71,0.13999,0.019598,0.1875,14
0.010859,0.72549,0.55577,0.37688,0.24535,0.15709,0.54491,73,0.17111,0.02928,0.1875,7
0.010688,0.52941,0.55905,0.37688,0.25263,0.15816,0.54836,33,0.172,0.029583,0.1875,7
0.0092937,0.52941,0.4948,0.38191,0.22441,0.14707,0.4855,32,0.14717,0.021658,0.1875,14
0.0046136,0.73039,0.89137,0.29146,0.31002,0.1482,0.88676,91,0.31495,0.099191,0.0625,1
0.01322,0.72549,0.443,0.01005,0.26107,0.28064,0.42978,146,0.08566,0.0073376,0.3125,4
0.018414,0.72549,0.49931,0.0050251,0.3413,0.37185,0.4809,147,0.10917,0.011918,0.4375,8
0.0046468,0.52941,0.93353,0.29146,0.31363,0.14205,0.92888,50,0.33082,0.10944,0.0625,0
0.010688,0.52941,0.55294,0.37688,0.25802,0.17359,0.54225,33,0.16405,0.026911,0.1875,7
0.0092937,0.52941,0.4948,0.38191,0.22441,0.14707,0.4855,32,0.14717,0.021658,0.1875,14
0.011804,0.72549,0.56146,0.38191,0.26263,0.17599,0.54966,72,0.16813,0.028268,0.1875,7
0.010859,0.72549,0.38102,0.0050251,0.1911,0.20157,0.37016,147,0.063653,0.0040517,0.25,3
0.014636,0.72549,0.44022,0.01005,0.30432,0.33234,0.42559,146,0.099948,0.0099895,0.4375,11
0.018414,0.72549,0.52201,0.47739,0.36733,0.39886,0.50359,53,0.12588,0.015846,0.4375,7
0.0051903,0.73039,0.56951,0.31156,0.2193,0.12769,0.56432,87,0.19592,0.038386,0.0625,15
0.010859,0.72549,0.54352,0.38191,0.24596,0.1593,0.53266,72,0.1631,0.026603,0.1875,7
0.019358,0.72549,0.48679,0.47739,0.35632,0.38868,0.46744,53,0.11806,0.013938,0.5,10
0.016997,0.72549,0.50069,0.0050251,0.34905,0.38462,0.48369,147,0.11083,0.012283,0.4375,8
0.0092937,0.52941,0.54352,0.38191,0.24447,0.15276,0.53423,32,0.16918,0.028622,0.1875,7
0.014636,0.72549,0.40028,0.0050251,0.28108,0.30051,0.38564,147,0.090798,0.0082443,0.375,2
0.015581,0.72549,0.73666,0.38191,0.39451,0.36602,0.72107,72,0.20776,0.043164,0.3125,5
0.010859,0.72549,0.4566,0.39196,0.24424,0.1968,0.44574,70,0.12738,0.016226,0.1875,7
0.017469,0.72549,0.50344,0.0050251,0.34688,0.37476,0.48597,147,0.11698,0.013684,0.4375,9
0.010859,0.72549,0.28916,0.01005,0.17343,0.18243,0.2783,146,0.057316,0.0032851,0.25,3
0.0092937,0.52941,0.54286,0.38191,0.24863,0.15777,0.53356,32,0.16595,0.02754,0.1875,7
0.0025478,0.9951,0.82999,0.30151,0.29761,0.1533,0.82744,143,0.29045,0.08436,0.125,1
0.010859,0.72549,0.48837,0.38191,0.24834,0.18661,0.47751,72,0.14024,0.019667,0.1875,14
0.016153,0.52451,0.42191,0.47739,0.30644,0.33896,0.40576,12,0.10322,0.010654,0.4375,11
0.012276,0.72549,0.55216,0.38191,0.28291,0.20903,0.53988,72,0.16024,0.025677,0.25,9
0.016053,0.72549,0.50587,0.38191,0.30701,0.30115,0.48982,72,0.1335,0.017824,0.5,12
0.0092937,0.52941,0.54573,0.37688,0.25034,0.16168,0.53644,33,0.16476,0.027145,0.1875,14
0.018414,0.72549,0.4834,0.52261,0.35001,0.38395,0.46498,44,0.1169,0.013666,0.4375,9
0.010859,0.72549,0.54086,0.38191,0.24622,0.1578,0.53,72,0.16479,0.027157,0.1875,14
0.013705,0.52451,0.51783,0.38191,0.28491,0.23675,0.50412,31,0.14191,0.020138,0.25,9
0.0186,0.52451,0.48535,0.52261,0.34023,0.36611,0.46675,3,0.11632,0.01353,0.5,9
0.012237,0.52451,0.37855,0.47739,0.27234,0.29,0.36631,12,0.088716,0.0078706,0.3125,4
0.0074349,0.52941,0.4381,0.38191,0.21879,0.16312,0.43066,32,0.12605,0.015889,0.1875,7
0.018111,0.52451,0.47705,0.52261,0.33903,0.36584,0.45894,3,0.11487,0.013196,0.5,9
0.015581,0.72549,0.76468,0.37688,0.41493,0.38756,0.7491,73,0.21694,0.047064,0.3125,5
0.0092937,0.52941,0.4361,0.38191,0.21424,0.16196,0.42681,32,0.12879,0.016586,0.1875,15
0.0065056,0.52941,0.58426,0.31156,0.22293,0.12764,0.57776,46,0.19951,0.039803,0.125,15
0.0094429,0.72549,0.51406,0.38191,0.23276,0.14905,0.50462,72,0.15584,0.024287,0.1875,7
0.01322,0.72549,0.39752,0.0050251,0.27879,0.29792,0.3843,147,0.09014,0.0081251,0.375,2
